userid,vroot
10002,Knowledge Base|/kb
16808,Corporate Desktop Evaluation|/organizations
16812,Web Site Builder's Gallery|/gallery
16813,Internet Site Construction for Developers|/sitebuilder
16815,misc|/misc
16815,Products |/products
16817,Free Downloads|/msdownload
16819,Developer Workshop|/workshop
16819,Internet Explorer|/ie
16821,isapi|/isapi
16829,Windows Family of OSs|/windows
16830,Products |/products
16830,Internet Explorer|/ie
16832,MS Office Info|/office
16832,Support Desktop|/support
16834,Free Downloads|/msdownload
16837,Microsoft.com Search|/search
16838,Industry Marketing Information (Vertical)|/industry
16839,ActiveX Technology Development|/activex
16841,Free Downloads|/msdownload
16844,Corporation Information|/corpinfo
16844,Visual InterDev|/vinterdev
16849,Free Downloads|/msdownload
16851,Corporate Desktop Evaluation|/organizations
16852,MS Word|/msword
16858,MS Office Support|/msofficesupport
16858,SP Referral (ART)|/referral
16858,Products |/products
16859,regwiz|/regwiz
16859,Support Network Program Information|/supportnet
16861,Free Downloads|/msdownload
16861,Corporation Information|/corpinfo
16864,MS in Education|/education
16865,Support Desktop|/support
16867,Free Downloads|/msdownload
16870,Free Downloads|/msdownload
16872,Developer Network|/msdn
16872,Windows Family of OSs|/windows
16872,Products |/products
16876,Windows95 Support|/windowssupport
16881,Games Support|/gamessupport
16881,Support Desktop|/support
16884,Free Downloads|/msdownload
16885,Free Downloads|/msdownload
16885,Internet Explorer|/ie
16889,Web Site Builder's Gallery|/gallery
16889,Microsoft.com Search|/search
16893,Microsoft.com Search|/search
16896,Visual InterDev|/vinterdev
16898,Support Desktop|/support
16898,Microsoft.com Search|/search
16902,Jakarta|/visualj
16908,Products |/products
16910,isapi|/isapi
16916,isapi|/isapi
16921,Australia|/australia
16927,regwiz|/regwiz
16929,Free Downloads|/msdownload
16930,Web Site Builder's Gallery|/gallery
16930,Jakarta|/visualj
16931,Windows 95|/windows95
16931,isapi|/isapi
16932,Internet Explorer|/ie
16932,Windows NT Workstation|/ntworkstation
16934,Developer Network|/msdn
16938,Microsoft.com Search|/search
16938,Internet Explorer|/ie
16940,Internet Explorer|/ie
16944,MS PowerPoint News|/powerpoint
16945,NT Workstation Support|/ntwkssupport
16945,Support Desktop|/support
16945,Knowledge Base|/kb
16946,Free Downloads|/msdownload
16946,Microsoft Home|/mshome
16948,Products |/products
16949,Microsoft Magazine|/magazine
16952,misc|/misc
16952,Windows NT Workstation|/ntworkstation
16954,Windows Family of OSs|/windows
16959,Free Downloads|/msdownload
16960,Microsoft.com Search|/search
16961,Developer Network|/msdn
16962,Microsoft.com Search|/search
16963,Developer Network|/msdn
16965,MS Word Support|/mswordsupport
16967,Products |/products
16967,IE Support|/iesupport
16967,Internet Explorer|/ie
16970,Products |/products
16972,Free Downloads|/msdownload
16975,Free Downloads|/msdownload
16975,Internet Explorer|/ie
16976,NT Server Support|/ntserversupport
16977,Sweden|/sverige
16978,Support Desktop|/support
16979,MS Word|/msword
16979,Developer Workshop|/workshop
16983,Visual Basic|/vbasic
16989,Windows NT Server|/ntserver
16989,Internet Explorer|/ie
16990,Windows95 Support|/windowssupport
16990,Internet Explorer|/ie
16995,Internet Explorer|/ie
16997,Support Desktop|/support
16998,Internet Explorer|/ie
17003,Windows Family of OSs|/windows
17003,Knowledge Base|/kb
17010,Israel|/israel
17010,Windows 32 bit developer|/win32dev
17010,ActiveX Technology Development|/activex
17010,OLE Development|/oledev
17011,Windows 95|/windows95
17011,Windows NT Server|/ntserver
17019,Sweden|/sverige
17029,SiteBuilder Network Membership|/sbnmember
17032,Free Downloads|/msdownload
17033,Java Strategy and Info|/java
17034,Free Downloads|/msdownload
17034,Microsoft.com Search|/search
17035,Web Site Builder's Gallery|/gallery
17036,Training|/train_cert
17037,Web Site Builder's Gallery|/gallery
17041,Internet Explorer|/ie
17042,Internet Explorer|/ie
17045,Internet Explorer|/ie
17046,Internet Explorer|/ie
17047,Microsoft.com Search|/search
17048,Clip Gallery Live|/clipgallerylive
17048,Knowledge Base|/kb
17051,Free Downloads|/msdownload
17052,Internet Development|/intdev
17052,Developer Workshop|/workshop
17054,Free Downloads|/msdownload
17056,ActiveX Technology Development|/activex
17059,Windows Family of OSs|/windows
17062,Internet Site Construction for Developers|/sitebuilder
17064,Switzerland|/switzerland
17067,Korea|/korea
17070,Internet Explorer|/ie
17072,Visual Basic|/vbasic
17072,Support Desktop|/support
17073,Microsoft.com Search|/search
17074,Free Downloads|/msdownload
17077,Support Desktop|/support
17078,Internet Service Providers|/isp
17079,Internet Site Construction for Developers|/sitebuilder
17082,Windows Family of OSs|/windows
17082,Support Desktop|/support
17082,isapi|/isapi
17092,MS Word News|/word
17094,Developer Workshop|/workshop
17097,Products |/products
17100,Free Downloads|/msdownload
17100,Internet Explorer|/ie
17103,Windows Family of OSs|/windows
17105,Games|/games
17106,Knowledge Base|/kb
17107,Product Catalog|/catalog
17107,Knowledge Base|/kb
17108,IIS Support|/infoservsupport
17109,Sweden|/sverige
17109,FrontPage|/frontpage
17111,Windows Family of OSs|/windows
17113,Microsoft.com Search|/search
17118,Executive Computing|/cio
17119,Microsoft.com Search|/search
17120,Developer Media Games|/gamesdev
17120,Jakarta|/visualj
17124,Knowledge Base|/kb
17124,Support Desktop|/support
17125,Developer Network|/msdn
17128,Microsoft.com Search|/search
17129,Games|/games
17131,Free Downloads|/msdownload
17131,Mexico|/mexico
17133,Developer Network|/msdn
17133,Microsoft.com Search|/search
17137,Free Downloads|/msdownload
17141,Australia|/australia
17148,Free Downloads|/msdownload
17149,Products |/products
17156,Microsoft.com Search|/search
17157,Web Site Builder's Gallery|/gallery
17159,Microsoft.com Search|/search
17164,Microsoft.com Search|/search
17166,MS in Education|/education
17168,MS Project|/msproject
17170,Free Downloads|/msdownload
17170,isapi|/isapi
17173,VBScript Development|/vbscript
17173,Developer Network|/msdn
17173,ActiveX Technology Development|/activex
17173,Visual C|/visualc
17173,Developer Workshop|/workshop
17174,Microsoft.com Search|/search
17178,Netherlands (Holland)|/netherlands
17179,Free Downloads|/msdownload
17184,Microsoft.com Search|/search
17187,China|/china
17188,MS Office|/msoffice
17190,Internet Site Construction for Developers|/sitebuilder
17191,Free Downloads|/msdownload
17192,Visual Basic|/vbasic
17192,Training|/train_cert
17194,SP Referral (ART)|/referral
17195,Developer Media Development|/mediadev
17196,Internet Explorer|/ie
17209,FrontPage|/frontpage
17212,MS Word|/msword
17212,isapi|/isapi
17214,Free Downloads|/msdownload
17216,Internet Explorer|/ie
17220,SiteBuilder Network Membership|/sbnmember
17221,Internet Explorer|/ie
17226,Windows Family of OSs|/windows
17230,Microsoft.com Search|/search
17231,Windows Family of OSs|/windows
17236,Internet Site Construction for Developers|/sitebuilder
17237,Free Downloads|/msdownload
17237,Jakarta|/visualj
17240,Germany|/germany
17240,Microsoft.com Search|/search
17242,Netherlands (Holland)|/netherlands
17244,MS Office Info|/office
17245,Germany|/germany
17247,Free Downloads|/msdownload
17247,Internet Explorer|/ie
17252,Internet Explorer|/ie
17255,sports|/sports
17255,Visual FoxPro|/vfoxpro
17260,Internet Explorer|/ie
17266,Products |/products
17269,Free Downloads|/msdownload
17271,Free Downloads|/msdownload
17275,Free Downloads|/msdownload
17276,Internet Site Construction for Developers|/sitebuilder
17276,Microsoft.com Search|/search
17279,Windows NT Server|/ntserver
17279,NT Server Support|/ntserversupport
17280,Windows Family of OSs|/windows
17282,Training|/train_cert
17283,Internet Explorer|/ie
17284,Support Network Program Information|/supportnet
17284,Office Free Stuff|/officefreestuff
17285,Free Downloads|/msdownload
17286,Products |/products
17287,Free Downloads|/msdownload
17289,MS Office Development|/officedev
17289,Support Desktop|/support
17290,Microsoft.com Search|/search
17294,Games Support|/gamessupport
17295,MS Access|/access
17295,Products |/products
17295,isapi|/isapi
17300,Windows 95|/windows95
17301,Microsoft.com Search|/search
17301,MS PowerPoint|/mspowerpoint
17301,Windows NT Server|/ntserver
17301,BackOffice|/backoffice
17305,Products |/products
17309,MS Office Info|/office
17309,isapi|/isapi
17311,Internet Explorer|/ie
17313,Internet Site Construction for Developers|/sitebuilder
17315,SP Referral (ART)|/referral
17321,Windows95 Support|/windowssupport
17323,Norway|/norge
17324,MS PowerPoint|/mspowerpoint
17326,Visual Basic Support|/vbasicsupport
17327,UK|/uk
17332,For Developers Only|/devonly
17333,Sweden|/sverige
17333,isapi|/isapi
17334,Free Downloads|/msdownload
17338,Free Downloads|/msdownload
17347,Products |/products
17349,NT Workstation Support|/ntwkssupport
17351,Internet Site Construction for Developers|/sitebuilder
17352,IT Technical Information|/syspro
17352,isapi|/isapi
17354,Mastering Series|/mastering
17354,Microsoft Press|/mspress
17355,Microsoft.com Search|/search
17356,UK|/uk
17359,Microsoft.com Search|/search
17361,SP Referral (ART)|/referral
17365,Internet Security Framework|/security
17368,Free Downloads|/msdownload
17368,Internet Explorer|/ie
17369,Windows NT Server|/ntserver
17372,Visual Studio|/vstudio
17373,Windows NT Workstation|/ntworkstation
17374,Visual InterDev|/vinterdev
17375,Free Downloads|/msdownload
17376,Microsoft.com Search|/search
17376,Windows Family of OSs|/windows
17378,MS Site Builder Workshop|/activeplatform
17381,Knowledge Base|/kb
17382,MS Office|/msoffice
17383,Web Site Builder's Gallery|/gallery
17384,Web Site Builder's Gallery|/gallery
17388,Windows NT Server|/ntserver
17388,Products |/products
17388,NT Server Support|/ntserversupport
17388,Microsoft.com Search|/search
17394,International IE content|/ie_intl
17396,Windows95 Support|/windowssupport
17397,Internet Explorer|/ie
17398,WorldWide Offices - US Districts|/usa
17401,Internet Site Construction for Developers|/sitebuilder
17404,Windows95 Support|/windowssupport
17405,Support Desktop|/support
17405,Internet Explorer|/ie
17408,Internet Explorer|/ie
17412,Support Desktop|/support
17415,Microsoft.com Search|/search
17416,Free Downloads|/msdownload
17417,Corporate Desktop Evaluation|/organizations
17417,regwiz|/regwiz
17417,Microsoft.com Search|/search
17420,Windows 95|/windows95
17420,MS Office Info|/office
17421,Free Downloads|/msdownload
17422,Free Downloads|/msdownload
17422,MS Office Info|/office
17423,Office Free Stuff|/officefreestuff
17423,isapi|/isapi
17424,Free Downloads|/msdownload
17424,MS Site Builder Workshop|/activeplatform
17424,IE Support|/iesupport
17425,Support Desktop|/support
17427,Microsoft.com Search|/search
17430,UK|/uk
17431,Jakarta|/visualj
17432,SP Referral (ART)|/referral
17435,Free Downloads|/msdownload
17437,Microsoft.com Search|/search
17439,NT Server Support|/ntserversupport
17440,Free Downloads|/msdownload
17440,Internet News|/internet
17440,isapi|/isapi
17440,Internet Explorer|/ie
17440,Microsoft.com Search|/search
17446,Free Downloads|/msdownload
17451,Internet Explorer|/ie
17454,Microsoft.com Search|/search
17455,Free Downloads|/msdownload
17456,isapi|/isapi
17456,End User Produced View|/athome
17457,SiteBuilder Network Membership|/sbnmember
17457,Internet Explorer|/ie
17460,Germany|/germany
17461,Products |/products
17461,Microsoft.com Search|/search
17462,Internet Explorer|/ie
17463,Support Desktop|/support
17465,Knowledge Base|/kb
17465,Support Desktop|/support
17465,Microsoft.com Search|/search
17466,UK|/uk
17467,Microsoft.com Search|/search
17470,Internet Explorer|/ie
17471,Support Desktop|/support
17473,Windows95 Support|/windowssupport
17475,Windows Family of OSs|/windows
17476,Developer Network|/msdn
17477,Web Site Builder's Gallery|/gallery
17479,Free Downloads|/msdownload
17480,Free Downloads|/msdownload
17480,Knowledge Base|/kb
17481,IT Technical Information|/syspro
17481,Visual C|/visualc
17489,Support Desktop|/support
17492,isapi|/isapi
17493,Microsoft.com Search|/search
17495,Windows Family of OSs|/windows
17496,MS Money Information|/moneyzone
17497,Windows95 Support|/windowssupport
17500,isapi|/isapi
17503,End User Produced View|/athome
17505,Microsoft.com Search|/search
17508,Office Reference|/officereference
17509,Free Downloads|/msdownload
17510,Free Downloads|/msdownload
17512,isapi|/isapi
17513,Internet Explorer|/ie
17514,MS PowerPoint Support|/mspowerpointsupport
17514,Knowledge Base|/kb
17516,Products |/products
17518,Free Downloads|/msdownload
17522,Windows95 Support|/windowssupport
17523,Internet Explorer|/ie
17524,Internet Explorer|/ie
17525,Microsoft.com Search|/search
17525,MS Office Info|/office
17528,BackOffice|/backoffice
17529,Developer Workshop|/workshop
17530,Internet Development|/intdev
17530,isapi|/isapi
17531,Microsoft.com Search|/search
17533,Free Downloads|/msdownload
17533,isapi|/isapi
17534,Internet Explorer|/ie
17535,France|/france
17537,MS Office Info|/office
17541,Free Downloads|/msdownload
17544,Internet Explorer|/ie
17545,Free Downloads|/msdownload
17546,SiteBuilder Network Membership|/sbnmember
17546,Internet Site Construction for Developers|/sitebuilder
17548,Free Downloads|/msdownload
17548,SiteBuilder Network Membership|/sbnmember
17549,Free Downloads|/msdownload
17549,Microsoft.com Search|/search
17550,Windows Family of OSs|/windows
17552,Internet Explorer|/ie
17558,Free Downloads|/msdownload
17558,Internet Explorer|/ie
17559,Internet Explorer|/ie
17562,Free Downloads|/msdownload
17564,Games|/games
17565,MS Site Builder Workshop|/activeplatform
17565,ActiveX Technology Development|/activex
17566,Products |/products
17566,Internet Site Construction for Developers|/sitebuilder
17566,promo|/promo
17568,Windows Family of OSs|/windows
17571,Windows Family of OSs|/windows
17578,ActiveX Technology Development|/activex
17579,Brazil|/brasil
17581,Internet Explorer|/ie
17582,FrontPage|/frontpage
17585,Free Downloads|/msdownload
17586,Training|/train_cert
